[2024-09-03 10:58:02] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 10:58:05] SUCCESS | File: logout.php | Path: C:\xampp\htdocs\project_sapl\user\logout.php | SUCCESS:  Logged Out Successfully
[2024-09-03 10:58:24] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: Connection Successful
[2024-09-03 10:58:24] Warning | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | Warning: Entered Username or Password Does not match
[2024-09-03 10:58:38] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: Connection Successful
[2024-09-03 10:58:38] Warning | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | Warning: Entered Username or Password Does not match
[2024-09-03 10:59:09] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: Connection Successful
[2024-09-03 10:59:10] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: rohit27 User Logged In Successfuly
[2024-09-03 10:59:10] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 10:59:10] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Rohit Sapkal Not have any reservation
[2024-09-03 10:59:12] SUCCESS | File: logout.php | Path: C:\xampp\htdocs\project_sapl\user\logout.php | SUCCESS:  Logged Out Successfully
[2024-09-03 11:08:34] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: Connection Successful
[2024-09-03 11:08:34] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: yash07 User Logged In Successfuly
[2024-09-03 11:08:34] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 11:08:34] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 11:08:54] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 11:08:59] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 11:08:59] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 11:09:01] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 11:09:02] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 11:09:02] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 11:10:06] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 11:10:08] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 11:10:10] SUCCESS | File: logout.php | Path: C:\xampp\htdocs\project_sapl\user\logout.php | SUCCESS:  Logged Out Successfully
[2024-09-03 11:20:58] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: Connection Successful
[2024-09-03 11:20:59] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: yash07 User Logged In Successfuly
[2024-09-03 11:20:59] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 11:20:59] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 11:39:31] SUCCESS | File: logout.php | Path: C:\xampp\htdocs\project_sapl\user\logout.php | SUCCESS:  Logged Out Successfully
[2024-09-03 12:41:32] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: Connection Successful
[2024-09-03 12:41:32] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl\user\logintab.php | SUCCESS: yash07 User Logged In Successfuly
[2024-09-03 12:41:32] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 12:41:32] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 12:41:35] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:42:19] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:42:19] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 35
[2024-09-03 12:43:32] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:43:32] INFO | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | INFO: Table already booked.
[2024-09-03 12:43:33] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:43:39] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:43:39] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 36
[2024-09-03 12:44:09] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:44:09] INFO | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | INFO: Table already booked.
[2024-09-03 12:44:10] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:44:18] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:44:18] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 37
[2024-09-03 12:44:38] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:44:42] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:44:42] INFO | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | INFO: Table already booked.
[2024-09-03 12:44:43] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:44:47] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:44:47] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 38
[2024-09-03 12:47:53] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:48:00] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:48:00] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 39
[2024-09-03 12:48:03] ERROR | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | ERROR: Mailer Error: SMTP Error: Could not authenticate.
[2024-09-03 12:48:03] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:48:03] INFO | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | INFO: Table already booked.
[2024-09-03 12:48:03] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:48:03] INFO | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | INFO: Table already booked.
[2024-09-03 12:48:06] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:48:10] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:48:10] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 40
[2024-09-03 12:48:12] ERROR | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | ERROR: Mailer Error: SMTP Error: Could not authenticate.
[2024-09-03 12:48:49] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:48:53] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:48:53] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 41
[2024-09-03 12:51:59] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:52:05] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:52:05] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 42
[2024-09-03 12:52:09] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation confirmed. Email sent to 
[2024-09-03 12:52:27] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:52:33] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 12:52:33] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation successful. ID: 43
[2024-09-03 12:52:37] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 12:53:11] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 12:53:12] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 12:53:12] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 12:53:19] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 12:53:19] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 12:55:33] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 12:55:33] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 15:16:48] SUCCESS | File: logout.php | Path: C:\xampp\htdocs\project_sapl\user\logout.php | SUCCESS:  Logged Out Successfully
[2024-09-03 17:01:32] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl2\user\logintab.php | SUCCESS: Connection Successful
[2024-09-03 17:01:33] SUCCESS | File: logintab.php | Path: C:\xampp\htdocs\project_sapl2\user\logintab.php | SUCCESS: yadnesh_01 User Logged In Successfuly
[2024-09-03 17:01:33] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl2\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 17:01:33] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl2\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 17:01:35] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:01:57] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:01:57] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 44
[2024-09-03 17:02:00] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:02:31] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:02:31] INFO | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | INFO: Table already booked.
[2024-09-03 17:02:33] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:02:37] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:02:37] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 45
[2024-09-03 17:02:41] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:03:03] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:03:03] INFO | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | INFO: Table already booked.
[2024-09-03 17:03:03] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:03:09] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:03:09] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 46
[2024-09-03 17:03:13] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:03:27] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:03:36] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:03:36] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 47
[2024-09-03 17:03:40] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:03:57] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:04:01] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:04:01] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 48
[2024-09-03 17:04:04] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:06:19] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:06:23] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:06:23] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 49
[2024-09-03 17:06:27] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:06:30] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:06:52] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:06:52] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 50
[2024-09-03 17:06:56] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:06:58] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:09:02] SUCCESS | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl2\user\dashboard.php | SUCCESS: Connected To database Successfully
[2024-09-03 17:09:02] INFO | File: dashboard.php | Path: C:\xampp\htdocs\project_sapl2\user\dashboard.php | INFO: Reservation Displayed Successfuly
[2024-09-03 17:09:05] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:09:10] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:09:10] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 51
[2024-09-03 17:09:14] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:09:22] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:10:39] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
[2024-09-03 17:10:39] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation successful. ID: 52
[2024-09-03 17:10:42] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Reservation confirmed. Email sent to Sarangi: Pure Veg
[2024-09-03 17:17:32] SUCCESS | File: book1.php | Path: C:\xampp\htdocs\project_sapl2\user\book1.php | SUCCESS: Accessed Booking Page
[2024-09-03 17:17:36] SUCCESS | File: book.php | Path: C:\xampp\htdocs\project_sapl2\user\book.php | SUCCESS: Database connection established successfully.
